Title,SJR,H index,Quartile
Journal of Inflammation,"0,932",65,Q2
Meditari Accountancy Research,"0,932",39,Q1
Molecular Plant-Microbe Interactions,"0,932",176,Q1
Numerical Linear Algebra with Applications,"0,932",58,Q1
Physical Review Materials,"0,932",69,Q1
Synthese,"0,932",83,Q1
Virology: Research and Treatment,"0,932",13,Q2
Behavioral Research in Accounting,"0,931",33,Q1
Circular Economy and Sustainability,"0,931",21,Q1
European Physical Journal A,"0,931",109,Q1
JMIR Infodemiology,"0,931",11,Q1
Journal of Research in Nursing,"0,931",40,Q1
Journal of Spectral Theory,"0,931",20,Q1
Progress in Disaster Science,"0,931",29,Q1
Zeitschrift fur Angewandte Mathematik und Physik,"0,931",69,Q1
Environment,"0,930",60,Q1
Journal of ISAKOS,"0,930",10,Q1
Minerva,"0,930",51,Q1
Australian Journal of Agricultural and Resource Economics,"0,929",60,Q1
Environment and Planning B: Urban Analytics and City Science,"0,929",110,Q1
European Journal of Social Theory,"0,929",71,Q1
Journal of Fungi,"0,929",64,Q1
Journal of Information Display,"0,929",29,Q1
Mathematical Proceedings of the Cambridge Philosophical Society,"0,929",47,Q1
Perspectives: Studies in Translation Theory and Practice,"0,929",34,Q1
Preslia,"0,929",55,Q1
Applied Research in Quality of Life,"0,928",49,Q2
Big Earth Data,"0,928",25,Q1
Clinics in Plastic Surgery,"0,928",76,Q1
Current Protocols in Neuroscience,"0,928",49,Q1
Environmental Microbiology Reports,"0,928",85,Q1
European Policy Analysis,"0,928",22,Q1
Inorganic Chemistry,"0,928",255,Q1
Journal of Philosophical Logic,"0,928",47,Q1
"Psychology of Aesthetics, Creativity, and the Arts","0,928",75,Q1
Stigma and Health,"0,928",12,Q1
Virologica Sinica,"0,928",47,Q2
Complex Psychiatry,"0,927",6,Q1
Cultural Studies,"0,927",62,Q1
Epidemics,"0,927",53,Q1
Human Vaccines and Immunotherapeutics,"0,927",93,Q1
International Geology Review,"0,927",105,Q1
"International Journal of Minerals, Metallurgy and Materials","0,927",52,Q1
Journal of Behavioral Health Services and Research,"0,927",61,Q1
Journal of Empirical Finance,"0,927",93,Q1
Journal of Relationship Marketing,"0,927",34,Q2
mLife,"0,927",6,Q2
Race and Class,"0,927",47,Q1
Maritime Policy and Management,"0,926",71,Q1
Neuroinformatics,"0,926",66,Q1
Psychological Services,"0,926",57,Q2
American Journal of Hypertension,"0,925",150,Q2
Biomedical Optics Express,"0,925",108,Q1
International Journal of Transportation Science and Technology,"0,925",34,Q1
Journal of Steroid Biochemistry and Molecular Biology,"0,925",144,Q2
Nutrition,"0,925",164,Q2
Animal Behaviour,"0,924",189,Q1
Canadian Journal of Anaesthesia,"0,924",113,Q1
European Urology Open Science,"0,924",38,Q1
Mycorrhiza,"0,924",106,Q1
American Journal of Speech-Language Pathology,"0,923",88,Q1
Annals of GIS,"0,923",40,Q1
Journal of Developmental Biology,"0,923",27,Q2
Journal of Mathematical Logic,"0,923",16,Q1
Journal of Nuclear Materials,"0,923",166,Q1
Sleep Medicine Clinics,"0,923",56,Q1
Statistics and Computing,"0,923",85,Q1
Topics in Early Childhood Special Education,"0,923",64,Q1
Asia-Pacific Journal of Teacher Education,"0,922",47,Q1
Finance and Stochastics,"0,922",52,Q1
Geostandards and Geoanalytical Research,"0,922",85,Q1
Health Services Insights,"0,922",23,Q1
Review of Philosophy and Psychology,"0,922",45,Q1
Administrative Theory and Praxis,"0,921",18,Q1
Aquaculture Nutrition,"0,921",96,Q1
Chemical and Biological Technologies in Agriculture,"0,921",41,Q1
Clinical Journal of Pain,"0,921",145,Q1
Clinical Journal of Sport Medicine,"0,921",118,Q1
Environmental Toxicology,"0,921",90,Q1
Journal of Contaminant Hydrology,"0,921",112,Q1
Journal of Professional Nursing,"0,921",64,Q1
Tourism Recreation Research,"0,921",63,Q1
Transboundary and Emerging Diseases,"0,921",84,Q1
Antibiotics,"0,920",77,Q1
Reproductive Medicine and Biology,"0,920",38,Q1
Sustainable Futures,"0,920",16,Q1
BioDesign Research,"0,919",10,Q1
Communications in Nonlinear Science and Numerical Simulation,"0,919",137,Q1
Current Research in Parasitology and Vector-Borne Diseases,"0,919",11,Q1
"Earth, Planets and Space","0,919",91,Q1
International Journal of Systems Science: Operations and Logistics,"0,919",30,Q1
JBI evidence synthesis,"0,919",41,Q1
Journal of Hand Surgery: European Volume,"0,919",91,Q1
Journal of Oral Microbiology,"0,919",57,Q1
Neuromodulation,"0,919",77,Q1
Organic Geochemistry,"0,919",156,Q2
Pathology,"0,919",78,Q1
PS - Political Science and Politics,"0,919",76,Q1
Research and Practice in Technology Enhanced Learning,"0,919",28,Q1
Research and Practice in Thrombosis and Haemostasis,"0,919",39,Q2
Wearable Technologies,"0,919",12,Q1
Journal of Molecular Liquids,"0,918",168,Q1
Journal of the Pediatric Infectious Diseases Society,"0,918",50,Q1
Maritime Transport Research,"0,918",12,Q2
Materials Research Bulletin,"0,918",130,Q1
"Mathematics of Control, Signals, and Systems","0,918",42,Q1
Psychology and Sexuality,"0,918",36,Q1
Swiss Journal of Palaeontology,"0,918",16,Q1
Tourist Studies,"0,918",57,Q2
Developmental Dynamics,"0,917",153,Q2
Family Practice,"0,917",114,Q1
Frontiers in Zoology,"0,917",73,Q1
Frontiers of Biogeography,"0,917",17,Q1
Journal of Genetic Counseling,"0,917",63,Q2
Representation Theory,"0,917",35,Q1
Vegetation History and Archaeobotany,"0,917",71,Q1
Applied Mathematics and Optimization,"0,916",54,Q1
Economics and Human Biology,"0,916",66,Q1
EJNMMI Research,"0,916",53,Q1
European Journal of Paediatric Neurology,"0,916",77,Q1
Foreign Language Annals,"0,916",65,Q1
International Gambling Studies,"0,916",43,Q2
Journal of Analysis and Testing,"0,916",22,Q1
Journal of Politeness Research,"0,916",40,Q1
Moscow Mathematical Journal,"0,916",23,Q1
Pediatric Neurology,"0,916",108,Q1
Plant Biology,"0,916",110,Q1
Urban Review,"0,916",53,Q1
Expert Review of Respiratory Medicine,"0,915",56,Q1
Finite Fields and Their Applications,"0,915",53,Q1
Journal of Reproductive Immunology,"0,915",101,Q1
Language and Cognition,"0,915",18,Q1
Pervasive and Mobile Computing,"0,915",79,Q1
Cancer Biology and Therapy,"0,914",130,Q2
European Journal of Political Economy,"0,914",97,Q1
Journal of Psychiatric and Mental Health Nursing,"0,914",73,Q2
Sedimentary Geology,"0,914",133,Q1
Sexual and Reproductive Health Matters,"0,914",67,Q1
Analytica Chimica Acta: X,"0,913",11,Q1
"Geomatics, Natural Hazards and Risk","0,913",59,Q1
Journal of Agronomy and Crop Science,"0,913",92,Q1
Journal of Business and Industrial Marketing,"0,913",84,Q1
Journal of the National Medical Association,"0,913",84,Q1
Local and Regional Anesthesia,"0,913",26,Q1
Spanish Journal of Marketing - ESIC,"0,913",30,Q2
Annals of Hematology,"0,912",93,Q1
British Journal of Politics and International Relations,"0,912",55,Q1
Business Process Management Journal,"0,912",95,Q1
Journal of Counseling and Development,"0,912",89,Q2
Journal of Fashion Marketing and Management,"0,912",67,Q1
Journal of the American College of Radiology,"0,912",78,Q1
Language Assessment Quarterly,"0,912",36,Q1
Archives of Environmental Contamination and Toxicology,"0,911",124,Q1
British Journal of Nutrition,"0,911",222,Q1
Clinical Ophthalmology,"0,911",78,Q1
Digest of Technical Papers - Symposium on VLSI Technology,"0,911",83,-
International Journal of Colorectal Disease,"0,911",99,Q2
Journal of Aircraft,"0,911",107,Q1
Journal of Critical Realism,"0,911",19,Q1
Journal of Dual Diagnosis,"0,911",33,Q2
Journal of Further and Higher Education,"0,911",53,Q1
Journal of Mediterranean Archaeology,"0,911",33,Q1
Match,"0,911",70,Q1
Toxicological Sciences,"0,911",207,Q1
Autoimmunity Highlights,"0,910",29,Q2
Colloids and Surfaces B: Biointerfaces,"0,910",198,Q1
Global Health Journal,"0,910",18,Q1
Journal of Numerical Cognition,"0,910",9,Q1
Journal of Plasma Physics,"0,910",52,Q1
Michigan Mathematical Journal,"0,910",40,Q1
Physiotherapy,"0,910",70,Q1
World Journal of Pediatrics,"0,910",47,Q1
Aesthetic Plastic Surgery,"0,909",81,Q1
British Journal of Educational Studies,"0,909",62,Q1
Frontiers in Medicine,"0,909",86,Q1
Insect Biochemistry and Molecular Biology,"0,909",132,Q1
Journal of Applied Research in Intellectual Disabilities,"0,909",75,Q1
Social Cognition,"0,909",87,Q2
Biotechnology Journal,"0,908",109,Q1
Brain and Behavior,"0,908",61,Q2
Canadian Journal of School Psychology,"0,908",36,Q2
Cryptography and Communications,"0,908",24,Q1
Journal of Evolutionary Biology,"0,908",142,Q1
Journal of Process Control,"0,908",129,Q1
Networks,"0,908",72,Q1
Seminars in Thoracic and Cardiovascular Surgery,"0,908",64,Q1
Artificial Intelligence in Geosciences,"0,907",9,Q1
BMC Palliative Care,"0,907",55,Q1
Clinical and Experimental Rheumatology,"0,907",108,Q2
Clinical Oncology,"0,907",89,Q1
Defence Technology,"0,907",50,Q1
Frontiers in Marine Science,"0,907",101,Q1
Industrial Crops and Products,"0,907",173,Q1
International Archives of Occupational and Environmental Health,"0,907",101,Q1
Japanese Journal of Ophthalmology,"0,907",66,Q1
Macromolecular Bioscience,"0,907",120,Q1
Pediatric Pulmonology,"0,907",120,Q1
Plant Reproduction,"0,907",68,Q1
Strahlentherapie und Onkologie,"0,907",78,Q1
Sustainable Environment Research,"0,907",48,Q1
Veterinary Research,"0,907",123,Q1
Virtual Reality and Intelligent Hardware,"0,907",20,Q1
Conservation Physiology,"0,906",54,Q1
IEEE Transactions on Radiation and Plasma Medical Sciences,"0,906",36,Q1
Journal of Clinical Gastroenterology,"0,906",130,Q2
Maritime Economics and Logistics,"0,906",62,Q1
Midwifery,"0,906",86,Q1
Probiotics and Antimicrobial Proteins,"0,906",52,Q2
"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas","0,906",38,Q1
Accounting Education,"0,905",51,Q1
Algorithmica,"0,905",81,Q1
Arctic Science,"0,905",14,Q1
Expert Opinion on Drug Safety,"0,905",90,Q1
JDR Clinical and Translational Research,"0,905",25,Q1
Journal of Molecular Evolution,"0,905",136,Q1
"Journal of Open Innovation: Technology, Market, and Complexity","0,905",50,Q1
Journal of School Violence,"0,905",52,Q1
SIAM Journal on Applied Dynamical Systems,"0,905",67,Q1
American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"0,904",194,Q2
Expert Review of Endocrinology and Metabolism,"0,904",35,Q2
Frontiers in Allergy,"0,904",13,Q2
International Journal of Interactive Multimedia and Artificial Intelligence,"0,904",23,Q1
Molecular Pain,"0,904",96,Q1
Tumour Virus Research,"0,904",34,Q2
Computers and Chemical Engineering,"0,903",159,Q1
Journal of Marketing Communications,"0,903",60,Q1
Journal of Surgical Education,"0,903",72,Q1
Metabolites,"0,903",66,Q2
Neuroscience,"0,903",246,Q2
Biochimie,"0,902",154,Q1
Discourse Processes,"0,902",68,Q1
Earth and Space Science,"0,902",45,Q1
Geophysical Prospecting,"0,902",96,Q1
Journal of Sociology,"0,902",62,Q1
Precision Engineering,"0,902",103,Q1
Progress in Earth and Planetary Science,"0,902",44,Q1
Sustainable Chemistry and Pharmacy,"0,902",50,Q1
Area,"0,901",97,Q1
Australian and New Zealand Journal of Public Health,"0,901",87,Q1
Global Challenges,"0,901",25,Q1
Human Development,"0,901",73,Q2
International Journal of Public Health,"0,901",82,Q1
Journal of Cancer,"0,901",81,Q2
Journal of Ethnobiology,"0,901",35,Q1
Molecular and Cellular Biochemistry,"0,901",135,Q1
Voluntas,"0,901",67,Q1
ACS Applied Bio Materials,"0,900",55,Q1
Applied Clinical Informatics,"0,900",43,Q2
Indonesian Journal of Science and Technology,"0,900",26,Q1
Journal of Cereal Science,"0,900",139,Q1
Journal of Digital Imaging,"0,900",75,Q1
Journal of Functional Foods,"0,900",125,Q1
Local Government Studies,"0,900",54,Q1
Organic Process Research and Development,"0,900",127,Q1
Reviews of Modern Plasma Physics,"0,900",20,Q1
Scientific Reports,"0,900",315,Q1
Sensors and Actuators Reports,"0,900",22,Q1
Separation and Purification Reviews,"0,900",67,Q1
Bioengineered,"0,899",55,Q1
Cytometry Part B - Clinical Cytometry,"0,899",69,Q1
International Journal of Educational Development,"0,899",73,Q1
Pain Physician,"0,899",114,Q1
Pathologica,"0,899",24,Q1
Polymer Testing,"0,899",125,Q1
Transplant International,"0,899",93,Q2
European Journal of Cardiovascular Nursing,"0,898",62,Q1
Folia Linguistica Historica,"0,898",14,Q1
Injury Prevention,"0,898",93,Q1
Journal of Political Power,"0,898",30,Q1
Oncology and Therapy,"0,898",8,Q2
Proceedings of the Japan Academy Series B: Physical and Biological Sciences,"0,898",66,Q1
Water Resources Management,"0,898",127,Q1
Yanshilixue Yu Gongcheng Xuebao/Chinese Journal of Rock Mechanics and Engineering,"0,898",101,Q1
American Journal of Surgery,"0,897",169,Q1
Annali di Matematica Pura ed Applicata,"0,897",44,Q1
Annals of Family Medicine,"0,897",132,Q1
Behavioural Brain Research,"0,897",193,Q2
Evolutionary Human Sciences,"0,897",14,Q1
Journal of Neuroimmunology,"0,897",155,Q2
Journal of Preventive Medicine and Public Health,"0,897",41,Q1
Journal of Pure and Applied Algebra,"0,897",67,Q1
Community Dentistry and Oral Epidemiology,"0,896",113,Q1
"Engineering, Construction and Architectural Management","0,896",73,Q1
Global Health Action,"0,896",68,Q1
IEEE Transactions on Haptics,"0,896",67,Q2
Multinational Business Review,"0,896",40,Q1
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,"0,896",25,Q1
Acta Neurologica Scandinavica,"0,895",110,Q1
Dementia,"0,895",63,Q1
Frontiers in Public Health,"0,895",101,Q1
JMIR Nursing,"0,895",10,Q1
Journal of Innovation and Entrepreneurship,"0,895",34,Q1
Journal of Periodontal Research,"0,895",97,Q1
Journal of Safety Science and Resilience,"0,895",15,Q1
Oral Diseases,"0,895",104,Q1
Applied Vegetation Science,"0,894",74,Q1
BMC Nursing,"0,894",54,Q1
Drugs and Aging,"0,894",109,Q1
Economic Systems Research,"0,894",66,Q2
European Journal of General Practice,"0,894",40,Q1
Experimental Astronomy,"0,894",51,Q2
"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers","0,894",99,-
International Journal of Oral Implantology,"0,894",58,Q1
JASSS,"0,894",66,Q1
Multilingua,"0,894",39,Q1
Psychological Research,"0,894",89,Q1
Solar Energy Advances,"0,894",8,Q1
ACM Transactions on Programming Languages and Systems,"0,893",73,Q2
Chronic Obstructive Pulmonary Diseases,"0,893",20,Q2
Clinical Interventions in Aging,"0,893",104,Q1
Electronic Journal of Combinatorics,"0,893",54,Q1
Frontiers in Bioengineering and Biotechnology,"0,893",101,Q1
Geomechanics for Energy and the Environment,"0,893",32,Q1
International Journal of Integrated Care,"0,893",44,Q1
Journal of Engineering Mechanics - ASCE,"0,893",145,Q1
Journal of Vascular Surgery: Venous and Lymphatic Disorders,"0,893",47,Q1
Neuropsychobiology,"0,893",92,Q1
Employee Relations,"0,892",68,Q1
JOR Spine,"0,892",23,Q1
Journal of Law and the Biosciences,"0,892",29,Q1
Journal of Primary Care and Community Health,"0,892",35,Q1
Journal of Theoretical and Applied Electronic Commerce Research,"0,892",47,Q1
Molecular Immunology,"0,892",149,Q2
Peer-to-Peer Networking and Applications,"0,892",48,Q2
Pharmaceutics,"0,892",106,Q1
Remote Sensing Applications: Society and Environment,"0,892",47,Q1
Scandinavian Journal of Statistics,"0,892",70,Q1
Sports Medicine and Arthroscopy Review,"0,892",60,Q1
Digestion,"0,891",87,Q2
Intelligence,"0,891",109,Q1
Journal of Immigrant and Minority Health,"0,891",72,Q1
Taxon,"0,891",95,Q1
Coral Reefs,"0,890",123,Q1
Digital Business,"0,890",13,Q1
Head and Neck Pathology,"0,890",67,Q1
"Journal of frailty &amp; aging,The","0,890",30,Q1
Journal of Global Fashion Marketing,"0,890",30,Q1
Russian Chemical Reviews,"0,890",86,Q1
EFSA Journal,"0,889",143,Q1
"Environment, Development and Sustainability","0,889",82,Q1
Frontiers in Ecology and Evolution,"0,889",65,Q1
Journal of Fourier Analysis and Applications,"0,889",63,Q1
Journal of Transport and Health,"0,889",53,Q1
Research in Developmental Disabilities,"0,889",111,Q2
Utilities Policy,"0,889",63,Q1
Archives of Biochemistry and Biophysics,"0,888",194,Q1
Boreas,"0,888",84,Q1
Evolution Equations and Control Theory,"0,888",23,Q1
New Biotechnology,"0,888",105,Q1
Pediatric Infectious Disease Journal,"0,888",155,Q1
American Journal of Reproductive Immunology,"0,887",114,Q1
Biology Methods and Protocols,"0,887",13,Q1
BMC Ecology and Evolution,"0,887",146,Q1
Current Opinion in Gastroenterology,"0,887",95,Q2
"Endocrinology, Diabetes and Metabolism","0,887",18,Q2
European Journal of Higher Education,"0,887",29,Q1
"Globalisation, Societies and Education","0,887",41,Q1
Heart Failure Clinics,"0,887",51,Q1
Nutritional Neuroscience,"0,887",74,Q1
Revista de Psiquiatria y Salud Mental,"0,887",31,Q2
Soil Science Society of America Journal,"0,887",190,Q1
IEEE Transactions on Electromagnetic Compatibility,"0,886",103,Q1
Journal of Head Trauma Rehabilitation,"0,886",113,Q1
Journal of Orthopaedic Research,"0,886",175,Q1
Journal of Public Health Policy,"0,886",57,Q1
Transactions on Emerging Telecommunications Technologies,"0,886",60,Q1
Computers and Fluids,"0,885",130,Q1
Current Research in Microbial Sciences,"0,885",19,Q2
International Journal of Art Therapy: Inscape,"0,885",24,Q1
International Journal of Legal Medicine,"0,885",95,Q1
International Journal of Paediatric Dentistry,"0,885",76,Q1
Journal of Forecasting,"0,885",68,Q1
Journal of Hydrodynamics,"0,885",59,Q1
Politics and Society,"0,885",81,Q1
Clinical Simulation in Nursing,"0,884",61,Q1
ACS Medicinal Chemistry Letters,"0,883",86,Q1
Acta Sociologica,"0,883",62,Q1
"Capitalism, Nature, Socialism","0,883",40,Q1
Extractive Industries and Society,"0,883",52,Q1
IEEE Antennas and Propagation Magazine,"0,883",101,Q1
Journal of Future Foods,"0,883",12,Q1
Journal of Insects as Food and Feed,"0,883",42,Q1
Journal of Multinational Financial Management,"0,883",56,Q1
Plant Genome,"0,883",70,Q1
Teaching Mathematics and its Applications,"0,883",22,Q1
American Journal of Health Promotion,"0,882",100,Q1
Disability and Society,"0,882",92,Q1
Journal of Clinical Medicine,"0,882",113,Q1
Journal of Pipeline Science and Engineering,"0,882",13,Q1
Language Learning and Technology,"0,882",91,Q1
NanoImpact,"0,882",46,Q1
Toxins,"0,882",116,Q1
Biological Psychology,"0,881",146,Q1
Brain and Language,"0,881",140,Q1
Caries Research,"0,881",112,Q1
Chinese Journal of Polymer Science (English Edition),"0,881",49,Q1
